,case_number,year,type,country,species_,date,mes,fatal,sexo,especie_cat,age
1136,1976.10.18,1976,Unprovoked,usa,"White shark, 3 m to 4 m [10' to 13'] ",18-Oct-1976,Oct,n,M,White,25.0
1137,1976.10.06,1976,Unprovoked,south africa,"White shark, 3.5 m [11.5'], species identity confirmed by tooth fragment",06-Oct-1976,Oct,n,M,White,20.0
1138,1976.09.06,1976,Unprovoked,usa,"Tiger shark, 6' ",06-Sep-1976,Sep,n,M,Tiger,15.0
1139,1976.08.24,1976,Unprovoked,usa,"White shark, 4.5 m ",24-Aug-1976,Aug,n,M,White,19.0
1140,1976.06.23,1976,Unprovoked,usa,12' to 14' shark,23-Jun-1976,Jun,n,M,Unspecified,17.0
1141,1975.12.06,1975,Unprovoked,usa,White shark,06-Dec-1975,Dec,n,M,White,27.0
1142,1975.11.19.a,1975,Unprovoked,south africa,Juvenile dusky shark,19-Nov-1975,Nov,n,M,Unspecified,33.0
1143,1975.08.17,1975,Unprovoked,south africa,"White shark, 2.4 m [8']",17-Aug-1975,Aug,n,M,White,19.0
1144,1975.08.12,1975,Unprovoked,usa,1.5 m [5'] shark,12-Aug-1975,Aug,n,M,Unspecified,20.0
1145,1975.08.09,1975,Unprovoked,usa,White shark,09-Aug-1975,Aug,n,M,White,44.0
1146,1975.07.30.a,1975,Unprovoked,australia,White shark,30-Jul-1975,Jul,y,M,White,37.0
1147,1975.07.23,1975,Unprovoked,usa,"White shark, 5.8 m [19'] ",23-Jul-1975,Jul,n,M,White,23.0
1148,1975.07.19,1975,Unprovoked,usa,"White shark, 5m to 6m",19-Jul-1975,Jul,n,M,White,34.0
1149,1975.07.15,1975,Unprovoked,usa,1.2 m [4'] shark,15-Jul-1975,Jul,n,F,Unspecified,14.0
1150,1975.06.23.b,1975,Unprovoked,usa,4' shark,23-Jun-1975,Jun,n,M,Unspecified,18.0
1151,1975.02.23,1975,Unprovoked,south africa,1.5 m [5'] shark,23-Feb-1975,Feb,n,M,Unspecified,16.0
1152,1975.02.10,1975,Unprovoked,australia,"White shark, 3 m [10'] ",10-Feb-1975,Feb,y,M,White,12.0
1153,1974.09.28,1974,Unprovoked,usa,"White shark, 5.5 m to 6 m [18' to 20'] ",28-Sep-1974,Sep,n,M,White,17.0
1154,1974.09.14,1974,Unprovoked,usa,"White shark, 4 m to 5 m ",14-Sep-1974,Sep,n,M,White,29.0
1155,1974.09.07,1974,Unprovoked,israel,"Shortfin mako shark, 2.3 m [7.5'] ",07-Sep-1974,Sep,n,F,Unspecified,20.0
1156,1974.09.02.b,1974,Unprovoked,usa,"White shark, 5 m to 6 m [16.5 to 20'] ",02-Sep-1974,Sep,n,M,White,41.0
1157,1974.09.02.a,1974,Unprovoked,usa,"White shark, 5 m to 6 m [16.5 to 20'] ",02-Sep-1974,Sep,n,M,White,48.0
1158,1974.09.00,1974,Unprovoked,usa,"White shark, 4.5 m ",Sep-1974,Sep,n,M,White,24.0
1159,1974.05.26,1974,Unprovoked,usa,"White shark, 5 m [16.5']",26-May-1974,May,n,M,White,45.0
1160,1974.04.20,1974,Unprovoked,south africa,"Raggedtooth shark, 1.5 m [5'] ",20-Apr-1974,Apr,n,M,Unspecified,22.0
1161,1974.04.04,1974,Unprovoked,south africa,Juvenile dusky shark,04-Apr-1974,Apr,n,M,Unspecified,17.0
1162,1974.03.21,1974,Unprovoked,south africa,1.8 m [6'] shark,21-Mar-1974,Mar,n,M,Unspecified,21.0
1163,1974.01.07.c,1974,Unprovoked,south africa,2 m to 2.5 m [6.75'  to 8.25'] shark,07-Jan-1974,Jan,n,M,Unspecified,33.0
1164,1973.09.14,1973,Unprovoked,bahamas,7' to 8' bull shark,14-Sep-1973,Sep,n,M,Bull,11.0
1165,1973.09.09,1973,Unprovoked,mexico,White shark,09-Sep-1973,Sep,y,M,White,37.0
1166,1973.03.00,1973,Unprovoked,south africa,"2 m shark, possibly a dusky or blacktip shark",Mar-1973,Mar,n,M,Unspecified,26.0
1167,1972.12.26,1972,Unprovoked,mozambique,2 m to 3 m shark,26-Dec-1972,Dec,n,M,Unspecified,25.0
1168,1972.06.10,1972,Unprovoked,usa,4.5' shark,10-Jun-1972,Jun,n,M,Unspecified,22.0
1169,1972.05.28,1972,Unprovoked,usa,"White shark, 4.4 m to 5 m [14.5' to 16.5'] ",28-May-1972,May,n,M,White,32.0
1170,1972.02.20,1972,Unprovoked,australia,7' shark,20-Feb-1972,Feb,n,M,Unspecified,18.0
1171,1972.01.01.b,1972,Unprovoked,south africa,Zambesi shark,01-Jan-1971,Jan,n,F,Unspecified,30.0
1172,1972.01.01.a,1972,Unprovoked,mozambique,"White shark, 2.5 m [8.25'] ",01-Jan-1971,Jan,n,M,White,24.0
1173,1971.12.16,1971,Unprovoked,south africa,"White shark, 3 m [10']rk",16-Dec-1971,Dec,n,F,White,16.0
1174,1971.10.23,1971,Unprovoked,usa,5' to 6' shark,23-Oct-1971,Oct,n,M,Unspecified,18.0
1175,1971.10.14,1971,Unprovoked,south africa,1.5 m to 2 m shark,14-Oct-1971,Oct,n,M,Unspecified,25.0
1176,1971.10.02,1971,Unprovoked,usa,"White shark, 5 m to 6 m [16.5' to 20']  ",02-Oct-1971,Oct,n,M,White,30.0
1177,1971.09.07,1971,Unprovoked,croatia,White shark,07-Sep-1971,Sep,y,M,White,34.0
1178,1971.08.21,1971,Provoked,australia,"Grey nurse shark, 11'",21-Aug-1971,Aug,n,M,Grey,26.0
1179,1971.06.30,1971,Unprovoked,south africa,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board ",30-Jun-1971,Jun,n,M,White,21.0
1180,1971.04.11,1971,Unprovoked,south africa,White shark according to tooth pattern and witnesses,11-Apr-1971,Apr,y,M,White,50.0
1181,1971.03.30,1971,Unprovoked,new zealand,"White shark, 4.6 m [15'] ",30-Mar-1971,Mar,n,M,White,16.0
1182,1970.09.28,1970,Unprovoked,micronesia,1.8 to 2 m C. albimarginatus,28-Sep-1970,Sep,n,M,Unspecified,43.0
1183,1970.06.15,1970,Provoked,south africa,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female ",15-Jun-1970,Jun,n,M,Unspecified,25.0
1184,1969.09.06,1969,Unprovoked,usa,"White shark, 4.3 m 4.9 m [14' to 16'] ",06-Sep-1969,Sep,n,M,White,53.0
1185,1969.08.01,1969,Unprovoked,usa,4' shark,02-Aug-1969,Aug,n,M,Unspecified,13.0
1186,1969.05.24,1969,Provoked,usa,Nurse shark,24-May-1969,May,n,M,Unspecified,23.0
1187,1969.03.09,1969,Unprovoked,usa,"White shark, identified by tooth fragments in surfboard",09-Mar-1969,Mar,n,M,White,16.0
1188,1969.02.17.R,1969,Provoked,australia,7-gill shark,Reported 17-Feb-1969,ReportedFeb,n,M,Unspecified,49.0
1189,1968.12.26,1968,Provoked,australia,"Grey nurse shark, 10' ",26-Dec-1968,Dec,n,M,Grey,27.0
1190,1968.12.25,1968,Unprovoked,new zealand,White shark,25-Dec-1968,Dec,n,M,White,17.0
1191,1968.09.15,1968,Unprovoked,new zealand,"White shark, 4.3 m [14'], (tooth fragment recovered)",15-Sep-1968,Sep,y,M,White,24.0
1192,1968.08.08,1968,Unprovoked,columbia,2 m shark,08-Aug-1968,Aug,n,M,Unspecified,18.0
1193,1968.07.27,1968,Unprovoked,usa,"White shark, 4 m [13'] ",27-Jul-1968,Jul,n,M,White,25.0
1194,1968.07.16,1968,Unprovoked,usa,4m [13'] shark,16-Jul-1968,Jul,n,M,Unspecified,33.0
1195,1968.04.29,1968,Invalid,usa,Shark involvement not confirmed,29-Apr-1968,Apr,Unknown,M,Unspecified,63.0
1196,1968.03.25,1968,Unprovoked,south africa,1.5 m to 1.8m [5' to 6'] shark,25-Mar-1968,Mar,n,M,Unspecified,35.0
1197,1968.03.00,1968,Invalid,usa,Invalid,Mar-1968,Mar,Unknown,M,Unspecified,28.0
1198,1968.02.04,1968,Unprovoked,australia,"Bronze whaler shark, 3 m [10'] ",04-Feb-1968,Feb,n,M,Unspecified,26.0
1199,1967.12.30,1967,Unprovoked,south africa,1.5 m to 1.8 m [5' to 6'] shark,30-Dec-1967,Dec,n,M,Unspecified,22.0
1200,1967.10.17,1967,Unprovoked,usa,small blacktip shark,17-Oct-1967,Oct,n,M,Unspecified,19.0
1201,1967.08.27,1967,Provoked,usa,5' blue shark,27-Aug-1967,Aug,n,M,Unspecified,24.0
1202,1967.08.19,1967,Unprovoked,australia,White shark,19-Aug-1967,Aug,y,M,White,23.0
1203,1967.08.10,1967,Invalid,australia,Shark involvement prior to death was not confirmed,10-Aug-1967,Aug,Unknown,M,Unspecified,19.0
1204,1967.08.07,1967,Unprovoked,usa,"Nurse shark, 106 cm, 28-lb, male ",07-Aug-1967,Aug,n,M,Unspecified,15.0
1205,1967.08.00.b,1967,Unprovoked,bahamas,1.5 m to 1.8 m [5' to 6'] sandbar shark,Aug-1967,Aug,n,M,Unspecified,41.0
1206,1967.06.13,1967,Provoked,usa,"Nurse shark, 1 m ",13-Jun-1967,Jun,n,M,Unspecified,26.0
1207,1967.03.19,1967,Unprovoked,south africa,"White shark, 3 m [10'] ",19-Mar-1967,Mar,n,M,White,32.0
1208,1967.03.12,1967,Provoked,australia,Grey nurse shark,12-Mar-1967,Mar,n,M,Grey,36.0
1209,1967.03.09,1967,Unprovoked,new zealand,Thought to involve a white shark,09-Mar-1967,Mar,y,M,White,21.0
1210,1966.10.30,1966,Unprovoked,papua new guinea,3.7 m [12'] shark,30-Oct-1966,Oct,y,F,Unspecified,13.0
1211,1966.10.29,1966,Unprovoked,papua new guinea,3.7 m [12'] shark,19-Oct-1966,Oct,y,F,Unspecified,8.0
1212,1966.09.27,1966,Unprovoked,australia,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun ",27-Sep-1966,Sep,n,M,Unspecified,32.0
1213,1966.09.10,1966,Unprovoked,australia,"Mako shark, 1.9 m [6.5'] ",10-Sep-1966,Sep,n,M,Unspecified,43.0
1214,1966.08.21.b,1966,Unprovoked,new britain,A pack of 6 sharks,23-Aug-1966,Aug,y,F,Unspecified,13.0
1215,1966.08.21.a,1966,Unprovoked,new britain,A pack of 6 sharks,23-Aug-1966,Aug,y,F,Unspecified,9.0
1216,1966.08.00.b,1966,Invalid,usa,Invalid,Mid Aug-1966,MidAug,Unknown,M,Unspecified,26.0
1217,1966.08.00.a,1966,Unprovoked,usa,Spinner or blacktip sharks,Aug-1966,Aug,n,M,Unspecified,8.0
1218,1966.07.19,1966,Provoked,usa,4' shark,19-Jul-1966,Jul,n,M,Unspecified,34.0
1219,1966.07.03,1966,Invalid,usa,Invalid,03-Jul-1966,Jul,Unknown,M,Unspecified,46.0
1220,1966.06.22,1966,Provoked,usa,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day",22-Jun-1966,Jun,n,M,Unspecified,15.0
1221,1966.06.11,1966,Provoked,usa,1.2 m [4'] hammerhead shark,11-Jun-1966,Jun,n,M,Unspecified,18.0
1222,1966.06.04,1966,Unprovoked,usa,a small shark,04-Jun-1966,Jun,n,M,Unspecified,18.0
1223,1966.05.16.b,1966,Invalid,usa,Invalid,16-May-1966,May,Unknown,M,Unspecified,24.0
1224,1966.02.27,1966,Unprovoked,australia,"White shark, 2.5 m [8.25'], an immature female, previously injured",27-Feb-1966,Feb,n,M,White,13.0
1225,1966.01.29,1966,Provoked,south africa,Copper shark,29-Jan-1966,Jan,n,M,Unspecified,33.0
1226,1966.01.22,1966,Unprovoked,usa,"White shark, 3 m [10'] ",22-Jan-1966,Jan,n,M,White,29.0
1227,1966.01.11,1966,Unprovoked,south africa,1.5 m to 1.8 m [5' to 6'] Zambesi shark,11-Jan-1966,Jan,n,M,Unspecified,16.0
1228,1966.01.09,1966,Unprovoked,south africa,"1.8 m to 2 m [6' to 6'9""] shark",09-Jan-1966,Jan,n,M,Unspecified,15.0
1229,1966.01.05,1966,Unprovoked,usa,Hammerhead shark,05-Jan-1966,Jan,n,M,Unspecified,35.0
1230,1966.00.00,1966,Invalid,usa,Shark involvement not confirmed,Summer of 1996,Summer,Unknown,F,Unspecified,15.0
1231,1965.11.03.a,1965,Unprovoked,australia,"Grey nurse shark, 2.4 m [8'] ",03-Nov-1965,Nov,n,M,Grey,24.0
1232,1965.04.25,1965,Invalid,usa,Invalid,25-Apr-1965,Apr,Unknown,M,Unspecified,19.0
1233,1965.04.10,1965,Unprovoked,usa,"White shark, 10' to 12' ",10-Apr-1965,Apr,n,M,White,28.0
1234,1965.04.04.b,1965,Unprovoked,palau,"Tiger shark, tooth fragment recovered",04-Apr-1965,Apr,n,M,Tiger,8.0
1235,1965.04.04.a,1965,Unprovoked,usa,Blacktip or spinner shark,04-Apr-1965,Apr,n,M,Unspecified,17.0
1236,1965.03.14,1965,Unprovoked,usa,Mako shark,14-Mar-1965,Mar,n,M,Unspecified,16.0
1237,1965.02.14,1965,Unprovoked,south africa,"1.8 m [6'], 136-kg [300-lb] shark ",14-Feb-1965,Feb,n,M,Unspecified,25.0
1238,1965.02.04,1965,Unprovoked,usa,1.2 m [4'] shark,04-Feb-1965,Feb,n,M,Unspecified,18.0
1239,1965.01.23,1965,Unprovoked,south africa,"White shark, 3.7 m [12'] ",23-Jan-1965,Jan,n,M,White,22.0
1240,1964.12.25,1964,Unprovoked,south africa,Raggedtooth shark ,25-Dec-1964,Dec,n,M,Unspecified,19.0
1241,1964.12.09,1964,Unprovoked,papua new guinea,2.1 m [7'] shark,09-Dec-1964,Dec,n,M,Unspecified,28.0
1242,1964.11.29,1964,Unprovoked,australia,"White shark, 2.4 m [8'] ",29-Nov-1964,Nov,n,M,White,25.0
1243,1964.10.04,1964,Unprovoked,australia,"Grey nurse shark, 1.8 m [6']",04-Oct-1964,Oct,n,M,Grey,19.0
1244,1964.09.07,1964,Unprovoked,taiwan,1.8 m [6'] shark,07-Sep-1964,Sep,n,M,Unspecified,20.0
1245,1964.08.23,1964,Unprovoked,mexico,1.8 to 2.4 m [6' to 8'] shark,23-Aug-1964,Aug,n,M,Unspecified,19.0
1246,1964.08.22,1964,Invalid,usa,Invalid,22-Aug-1964,Aug,Unknown,M,Unspecified,18.0
1247,1964.08.08,1964,Unprovoked,usa,Hammerhead shark,08-Aug-1964,Aug,n,M,Unspecified,28.0
1248,1964.06.28,1964,Invalid,usa,Shark involvement prior to death was not confirmed,28-Jun-1964,Jun,Unknown,F,Unspecified,29.0
1249,1964.06.02,1964,Invalid,south africa,Shark involvement prior to death was not confirmed,02-Jun-1964,Jun,Unknown,M,Unspecified,40.0
1250,1964.05.08,1964,Unprovoked,fiji,Tiger shark,08-May-1964,May,y,M,Tiger,35.0
1251,1964.03.05,1964,Unprovoked,usa,1.7 m [5.5'] shark,05-Mar-1964,Mar,n,M,Unspecified,38.0
1252,1964.02.10,1964,Unprovoked,new zealand,"White shark, 3 m [10'] ",10-Feb-1964,Feb,n,M,White,26.0
1253,1964.02.08,1964,Unprovoked,south africa,"White shark, 1.5 m [5'] k",08-Feb-1954,Feb,n,M,White,25.0
1254,1964.02.05.a,1964,Unprovoked,new zealand,"White shark, 3 m to 3.7 m [10' to 12'] ",05-Feb-1964,Feb,y,M,White,19.0
1255,1964.02.02,1964,Invalid,australia,Shark involvement prior to death was not confirmed,02-Feb-1964,Feb,Unknown,M,Unspecified,23.0
1256,1964.01.11,1964,Unprovoked,usa,White shark (tooth fragment recovered),11-Jan-1964,Jan,n,M,White,21.0
1257,1963.12.29,1963,Unprovoked,south africa,"Zambesi shark, 1.8 m [6'] ",29-Dec-1963,Dec,n,F,Unspecified,20.0
1258,1963.12.26.b,1963,Unprovoked,south africa,1.8 m [6']  shark,26-Dec-1963,Dec,n,M,Unspecified,24.0
1259,1963.12.22.a,1963,Provoked,south africa,"Dusky shark, 1 m ",22-Dec-1963,Dec,n,M,Unspecified,13.0
1260,1963.12.20.a,1963,Unprovoked,south africa,300- to 400-lb Zambesi shark,20-Dec-1963,Dec,y,M,Unspecified,15.0
1261,1963.12.08,1963,Unprovoked,australia,White shark,08-Dec-1963,Dec,n,M,White,23.0
1262,1963.11.30.b,1963,Unprovoked,new zealand,Possibly a broadnose 7-gill shark,30-Nov-1963 ,Nov,n,M,Unspecified,20.0
1263,1963.11.30.a,1963,Provoked,papua new guinea,Tiger shark,30-Nov-1963,Nov,n,F,Tiger,18.0
1264,1963.11.28,1963,Unprovoked,fiji,>1.2 m [4'] tiger shark,28-Nov-1963,Nov,n,F,Tiger,21.0
1265,1963.11.04,1963,Unprovoked,palau,Dooley believed his Injury was caused by stingray (Dasyatidae family),04-Nov-1963,Nov,n,M,Unspecified,35.0
1266,1963.10.16,1963,Unprovoked,usa,500-lb shark,16-Oct-1963,Oct,n,M,Unspecified,28.0
1267,1963.09.22,1963,Unprovoked,solomon islands,5.5 m [18'] shark,22-Sep-1963,Sep,y,M,Unspecified,30.0
1268,1963.09.13,1963,Provoked,australia,1.5 m [5'] shark,13-Sep-1963,Sep,n,M,Unspecified,18.0
1269,1963.09.10,1963,Provoked,usa,"Nurse shark, 1.2 m [4'] ",10-Sep-1963,Sep,n,M,Unspecified,16.0
1270,1963.07.28,1963,Unprovoked,federated states of micronesia,Tiger shark,28-Jul-1963,Jul,n,M,Tiger,26.0
1271,1963.06.01.b,1963,Unprovoked,greece,"White shark, 3 m ",01-Jun-1963,Jun,y,F,White,42.0
1272,1963.06.01.a,1963,Provoked,papua new guinea,1.8 m [6'] shark,01-Jun-1963,Jun,n,M,Unspecified,30.0
1273,1963.04.20,1963,Unprovoked,usa,"Hand found in gut of 2.9 m to 3.3 m [9'7"" to 10'11""] Galapagos shark, C. galapagensis",20-Apr-1963,Apr,y,M,Unspecified,25.0
1274,1963.04.12,1963,Unprovoked,usa,3.7 to 4.5 m [12' to 15'] shark seen in vicinity,12-Apr-1963,Apr,n,M,Unspecified,15.0
1275,1963.02.24,1963,Unprovoked,australia,"Bronze whaler shark, 3 m [10'] ",24-Feb-1963,Feb,n,M,Unspecified,18.0
1276,1963.02.08,1963,Unprovoked,fiji,"White shark, 2.1 m [7'] ",08-Feb-1963,Feb,n,M,White,28.0
1277,1963.01.28,1963,Unprovoked,australia,"Tooth fragments of whaler shark were recovered, a bull shark, according to Edwards",28-Jan-1963,Jan,y,F,Bull,32.0
1278,1963.01.26,1963,Invalid,australia,Shark involvement prior to death was not confirmed,26-Jan-1963,Jan,Unknown,M,Unspecified,25.0
1279,1963.01.11,1963,Unprovoked,south africa,1 m shark,11-Jan-1963,Jan,n,M,Unspecified,27.0
1280,1963.01.06,1963,Unprovoked,south africa,"Zambesi shark, 2 m [6'9""] ",06-Jan-1963,Jan,n,M,Unspecified,24.0
1281,1962.12.09,1962,Unprovoked,australia,"White shark, 4.3 m [14'] (or bronze whaler)",09-Dec-1962,Dec,y,M,White,16.0
1282,1962.11.11,1962,Unprovoked,usa,"White shark, 4.3 m to 4.9m [14' to 16']",11-Nov-1962,Nov,n,M,White,24.0
1283,1962.10.25,1962,Unprovoked,mexico,2.7 m [9'] shark,25-Oct-1962,Oct,y,M,Unspecified,32.0
1284,1962.09.30,1962,Unprovoked,british west indies," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7'] ",30-Sep-1962,Sep,n,M,Unspecified,24.0
1285,1962.09.02,1962,Unprovoked,italy,White shark,02-Sep-1962 ,Sep,y,M,White,28.0
1286,1962.08.30.a,1962,Provoked,papua new guinea,"""A long thin brown-colored shark""",30-Aug-1962,Aug,n,M,Unspecified,49.0
1287,1962.08.29,1962,Provoked,usa,"Horn shar,k Heterodontus francisci, 1.2 m [4'] ",29-Aug-1962,Aug,n,M,Unspecified,39.0
1288,1962.08.19,1962,Unprovoked,usa,Unknown,19-Aug-1962,Aug,y,M,Unspecified,40.0
1289,1962.08.12,1962,Unprovoked,usa,1.8 m [6'] shark,12-Aug-1962,Aug,n,M,Unspecified,24.0
1290,1962.07.19,1962,Provoked,usa,Blue shark,19-Jul-1962,Jul,n,M,Unspecified,19.0
1291,1962.06.17,1962,Unprovoked,usa,1.8 m [6'] shark,17-Jun-1962,Jun,n,M,Unspecified,11.0
1292,1962.06.04,1962,Provoked,usa," Sevengill  shark, 1.2 m [4'] ",04-Jun-1962,Jun,n,M,Unspecified,55.0
1293,1962.04.07,1962,Unprovoked,south africa,"Zambesi shark, 1.2 m [4'] ",07-Apr-1962,Apr,n,M,Unspecified,13.0
1294,1962.03.24,1962,Unprovoked,papua new guinea,Possibly a bronze whaler shark,24-Mar-1962,Mar,y,M,Unspecified,10.0
1295,1962.02.05,1962,Unprovoked,south africa,"White shark, 3 m ",05-Feb-1962,Feb,y,M,White,13.0
1296,1962.02.04,1962,Unprovoked,australia,60 cm  shark ,04-Feb-1962,Feb,n,M,Unspecified,35.0
1297,1962.01.27,1962,Unprovoked,new zealand,1.5 m [5'] shark,27-Jan-1962,Jan,n,M,Unspecified,18.0
1298,1962.01.18,1962,Invalid,south africa,Shark involvement prior to death was not confirmed,18-Jan-1962,Jan,Unknown,M,Unspecified,40.0
1299,1962.01.14.c,1962,Unprovoked,usa,"White shark, 4 m [13'] ",14-Jan-1962,Jan,n,M,White,29.0
1300,1962.01.14.a,1962,Unprovoked,australia,"Bronze whaler shark, 2.1 m [7'] shark",14-Jan-1962,Jan,n,M,Unspecified,19.0
1301,1962.01.11.b,1962,Unprovoked,papua new guinea,White shark,11-Jan-1962,Jan,n,M,White,24.0
1302,1962.01.11.a,1962,Unprovoked,new zealand,"36""  shark",11-Jan-1962,Jan,n,F,Unspecified,54.0
1303,1962.01.01,1962,Unprovoked,marshall islands,1.8 m [6'] shark,01-Jan-1962,Jan,n,M,Unspecified,57.0
1304,1961.12.28.c,1961,Unprovoked,australia,3 m [10'] shark,28-Dec-1961,Dec,y,F,Unspecified,18.0
1305,1961.12.28.b,1961,Unprovoked,australia,3 m [10'] shark,28-Dec-1961,Dec,n,M,Unspecified,24.0
1306,1961.12.28.a,1961,Unprovoked,south africa,Zambesi shark,28-Dec-1961,Dec,n,M,Unspecified,18.0
1307,1961.12.27,1961,Provoked,australia,"Grey nurse shark, 2.4 m [8'] ",27-Dec-1961,Dec,n,M,Grey,23.0
1308,1961.12.18.a,1961,Unprovoked,australia,Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut,18-Dec-1961,Dec,y,M,Unspecified,22.0
1309,1961.12.13,1961,Unprovoked,australia,1.8 m [6'] shark,13-Dec-1961,Dec,n,M,Unspecified,17.0
1310,1961.09.24.b,1961,Unprovoked,croatia,White shark,24-Sep-1961,Sep,y,M,White,19.0
1311,1961.08.20,1961,Unprovoked,usa,"White shark, 4 m [13'] ",20-Aug-1961,Aug,n,M,White,16.0
1312,1961.08.16,1961,Unprovoked,usa,White shark,16-Aug-1961,Aug,n,M,White,19.0
1313,1961.08.02,1961,Unprovoked,usa,2.4 m [8'] shark,02-Aug-1961,Aug,n,M,Unspecified,38.0
1314,1961.07.29,1961,Provoked,usa,"43"" shark",29-Jul-1961,Jul,n,M,Unspecified,57.0
1315,1961.07.00.b,1961,Unprovoked,italy,"White shark, 4.5 m ",Jul-1961,Jul,n,M,White,21.0
1316,1961.05.21,1961,Unprovoked,usa,White shark,21-May-1961,May,n,M,White,20.0
1317,1961.05.15,1961,Unprovoked,usa,"Hammerhead shark, 500-llb ",15-May-1961,May,n,M,Unspecified,52.0
1318,1961.04.30,1961,Invalid,usa,Shark involvement not confirmed,30-Apr-1961,Apr,Unknown,M,Unspecified,10.0
1319,1961.04.21,1961,Unprovoked,mozambique,Zambesi shark,21-Apr-1961,Apr,n,M,Unspecified,37.0
1320,1961.04.14,1961,Unprovoked,australia," ""gummy"" shark (Rhizoprionodon or Loxodon) 1.2 m [4']",14-Apr-1961,Apr,n,M,Unspecified,40.0
1321,1961.04.09,1961,Unprovoked,mozambique,Zambesi shark,09-Apr-1961,Apr,y,M,Unspecified,38.0
1322,1961.03.18,1961,Unprovoked,australia,3 m [10'] shark,18-Mar-1961,Mar,n,M,Unspecified,24.0
1323,1961.03.12,1961,Unprovoked,australia,"White shark, 3.7 m [12'] ",12-Mar-1961,Mar,n,M,White,21.0
1324,1961.03.09,1961,Unprovoked,north pacific ocean,"Grey reef shark, 1.8 m [6'] grey reef shark, identified by Dr. L.P. L. Schultz based on photographs; identified as C. melanopterus by Stewart",09-Mar-1961,Mar,n,M,Grey,33.0
1325,1961.02.12,1961,Unprovoked,south africa,1.5 m [5'] shark,12-Feb-1961,Feb,n,M,Unspecified,27.0
1326,1961.02.01.b,1961,Unprovoked,south africa,"2.1 m [7'], 90-kg shark",01-Feb-1961,Feb,y,M,Unspecified,14.0
1327,1961.01.22,1961,Unprovoked,south africa,White shark,22-Jan-1961,Jan,n,M,White,15.0
1328,1961.01.15,1961,Provoked,australia,"Wobbegong shark, 1.5 m [5'] ",15-Jan-1961,Jan,n,M,Unspecified,27.0
1329,1961.01.06.c,1961,Unprovoked,south africa,"White shark, based on bite pattern",06-Jan-1961,Jan,n,M,White,13.0
1330,1960.12.24,1960,Unprovoked,south africa,"White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark",24-Dec-1960,Dec,y,M,White,25.0
1331,1960.12.20,1960,Unprovoked,australia,"Grey nurse shark, 1m ",20-Dec-1960,Dec,n,M,Grey,33.0
1332,1960.11.27,1960,Unprovoked,australia,3' shark,27-Nov-1960,Nov,n,M,Unspecified,41.0
1333,1960.08.10,1960,Provoked,usa,"Lemon shark, 1164 mm, immature male, identified by  V.G. Springer",10-Aug-1960,Aug,n,M,Lemon,15.0
1334,1960.07.03,1960,Provoked,usa,"""sand shark""",03-Jul-1960,Jul,n,M,Unspecified,41.0
1335,1960.06.24,1960,Unprovoked,usa,"Mako shark, 1.8 m to 2.1 m [6' to 7']  with hook & wire leader caught in mouth",24-Jun-1960,Jun,n,M,Unspecified,39.0
1336,1960.05.24,1960,Unprovoked,bermuda,"Dusky shark, 2.7 m [9'] dusky shark C. obscurus identified by S. Springer on tooth recovered",24-May-1960,May,n,M,Unspecified,25.0
1337,1960.05.19,1960,Unprovoked,usa,"White shark, 4 m to 5 m [13' to 16.5'] ",19-May-1960,May,n,F,White,16.0
1338,1960.04.30,1960,Unprovoked,south africa,"White shark, 2.1 m [7']  based on tooth pattern",30-Apr-1960,Apr,n,M,White,16.0
1339,1960.04.24,1960,Unprovoked,usa,"White shark, 4.9 m [16'] ",24-Apr-1960,Apr,n,M,White,48.0
1340,1960.04.14,1960,Invalid,bermuda,Questionable incident,14-Apr-1960,Apr,Unknown,M,Unspecified,21.0
1341,1960.04.12,1960,Unprovoked,australia,"White shark, 3.7 m [12'] ",12-Apr-1960,Apr,n,M,White,17.0
1342,1960.03.31,1960,Unprovoked,usa,"1.2 m [4'], possibly  larger shark",31-Mar-1960,Mar,n,M,Unspecified,42.0
1343,1960.02.29,1960,Unprovoked,australia,Two 2.1 m [7'] sharks,29-Feb-1960,Feb,n,M,Unspecified,30.0
1344,1960.02.27.a,1960,Invalid,usa,"According to Benjamin, the injury was inflicted by a barracuda, not a shark",27-Feb-1960,Feb,Unknown,M,Unspecified,36.0
1345,1960.01.16,1960,Unprovoked,australia,Bull shark,16-Jan-1960,Jan,y,M,Bull,13.0
1346,1959.11.29,1959,Unprovoked,australia,3.5 m [11.5'] shark,29-Nov-1959,Nov,n,M,Unspecified,19.0
1347,1959.11.28,1959,Unprovoked,australia,"""a small shark""",28-Nov-1959,Nov,n,M,Unspecified,17.0
1348,1959.11.22,1959,Unprovoked,australia,3 m to 4.3 m [10' to 14'] shark,22-Nov-1959,Nov,n,M,Unspecified,19.0
1349,1959.11.10,1959,Unprovoked,usa,"Blue shark, 1.5 m [5'] ",10-Nov-1959,Nov,n,M,Unspecified,21.0
