,case_number,type,country,species_,date,mes,fatal,sexo,especie_cat,age,year,age_limpio
643,2003.07.05.b,Provoked,usa,2' shark,05-Jul-2003,Jul,n,M,Unspecified,10.0,2003.0,10.0
644,2003.07.04,Unprovoked,bahamas,2.1 m  [7'] bull shark,04-Jul-2003,Jul,n,M,Bull,39.0,2003.0,39.0
645,2003.06.30,Unprovoked,usa,Unidentified species,30-Jun-2003,Jun,n,M,Unspecified,17.0,2003.0,17.0
646,2003.06.26,Unprovoked,usa,106 cm [3.5']  shark,26-Jun-2003,Jun,n,M,Unspecified,15.0,2003.0,15.0
647,2003.06.24.b,Unprovoked,usa,small brown shark,24-Jun-2003,Jun,n,F,Unspecified,12.0,2003.0,12.0
648,2003.06.24.a,Unprovoked,usa,3.7 m to 4.3 m [12' to 14'] shark,24-Jun-2003,Jun,n,M,Unspecified,60.0,2003.0,60.0
649,2003.06.19,Unprovoked,usa,"""sand shark""",19-Jun-2003,Jun,n,M,Unspecified,33.0,2003.0,33.0
650,2003.05.14,Unprovoked,usa,3' to 5' shark,14-May-2003,May,n,M,Unspecified,22.0,2003.0,22.0
651,2003.05.10,Unprovoked,usa,1.8 m [6'] reef shark - or a 2.1 m to 2.4 m [7' to 8'] grey-colored shark,10-May-2003,May,n,M,Grey,20.0,2003.0,20.0
652,2003.05.07,Provoked,usa,4' to 5' shark,07-May-2003,May,n,M,Unspecified,34.0,2003.0,34.0
653,2003.04.23.b,Unprovoked,brazil,Bull shark,23-Apr-2003,Apr,n,M,Bull,17.0,2003.0,17.0
654,2003.04.21.b,Unprovoked,usa,Unidentified species,21-Apr-2003,Apr,n,M,Unspecified,36.0,2003.0,36.0
655,2003.04.21.a,Unprovoked,usa,Unidentified species,21-Apr-2003,Apr,n,M,Unspecified,17.0,2003.0,17.0
656,2003.04.20.c,Unprovoked,usa,Unidentified species,20-Apr-2003,Apr,n,M,Unspecified,30.0,2003.0,30.0
657,2003.04.20.b,Unprovoked,usa,0.9 m to 1.2 m [3' to 4'] shark,20-Apr-2003,Apr,n,M,Unspecified,23.0,2003.0,23.0
658,2003.04.20.a,Unprovoked,usa,Unidentified species,20-Apr-2003,Apr,n,M,Unspecified,18.0,2003.0,18.0
659,2003.04.19,Unprovoked,usa,A small shark,19-Apr-2003,Apr,n,M,Unspecified,11.0,2003.0,11.0
660,2003.04.18,Unprovoked,usa,Unidentified species,18-Apr-2003,Apr,n,M,Unspecified,12.0,2003.0,12.0
661,2003.04.15,Unprovoked,usa,"15 cm to 20 cm [6"" to 8""] bite diameter just below left knee",15-Apr-2003,Apr,n,M,Unspecified,20.0,2003.0,20.0
662,2003.04.11,Unprovoked,venezuela,"Mako shark, 3 m [10']",11-Apr-2003,Apr,n,M,Unspecified,28.0,2003.0,28.0
663,2003.04.04,Unprovoked,usa,4' to 5' shark,04-Apr-2003,Apr,n,M,Unspecified,50.0,2003.0,50.0
664,2003.02.27,Unprovoked,new zealand,2.5 m [8.25'] white shark,27-Feb-2003,Feb,n,M,White,44.0,2003.0,44.0
665,2003.02.15.b,Unprovoked,australia,"""a small shark""",15-Feb-2003,Feb,n,M,Unspecified,37.0,2003.0,37.0
666,2003.02.15.a,Unprovoked,usa,Species unidentified,15-Feb-2003,Feb,n,M,Unspecified,54.0,2003.0,54.0
667,2003.02.11,Unprovoked,australia,Thought to involve a 2 m [6.75'] grey nurse shark,11-Feb-2003,Feb,n,M,Grey,24.0,2003.0,24.0
668,2003.02.08,Unprovoked,australia,Thought to involve a >2 m [6.75'] bull shark,08-Feb-2003,Feb,y,M,Bull,25.0,2003.0,25.0
669,2003.01.17,Invalid,south africa,Shark involvement prior to death was not confirmed,17-Jan-2003,Jan,,M,Unspecified,14.0,2003.0,14.0
670,2002.12.24,Unprovoked,south africa,"White shark, 4 m white shark",24-Dec-2002,Dec,n,M,White,25.0,2002.0,25.0
671,2002.12.16,Unprovoked,australia,Bull shark,16-Dec-2002,Dec,y,M,Bull,23.0,2002.0,23.0
672,2002.11.28.a,Unprovoked,usa,3 m to 4.5 m [10' to 15'] white shark,28-Nov-2002,Nov,n,M,White,48.0,2002.0,48.0
673,2002.11.17,Unprovoked,usa,2.4 m to 3 m [8' to 10'] grey colored shark,17-Nov-2002,Nov,n,F,Grey,34.0,2002.0,34.0
674,2002.11.14,Unprovoked,turks & caicos,1.8 m to 2.1 m [6' to 7']  Caribbean Reef Shark ,14-Nov-2002,Nov,n,F,Unspecified,41.0,2002.0,41.0
675,2002.11.11,Unprovoked,usa,6' shark,11-Nov-2002,Nov,n,M,Unspecified,21.0,2002.0,21.0
676,2002.11.02,Unprovoked,usa,3' to 4' shark,02-Nov-2002,Nov,n,M,Unspecified,16.0,2002.0,16.0
677,2002.10.30,Unprovoked,usa,A small shark,30-Oct-2002,Oct,n,F,Unspecified,60.0,2002.0,60.0
678,2002.10.14,Unprovoked,brazil,Possibly a bull shark or tiger shark,14-Oct-2002,Oct,y,M,Tiger,36.0,2002.0,36.0
679,2002.10.05.b,Unprovoked,usa,Blacktip or spinner shark,05-Oct-2002,Oct,n,M,Unspecified,14.0,2002.0,14.0
680,2002.10.05.a,Unprovoked,usa,3.5' to 4.5' shark,05-Oct-2002,Oct,n,M,Unspecified,35.0,2002.0,35.0
681,2002.10.03,Unprovoked,usa,3.5' to 4' shark,03-Oct-2002,Oct,n,M,Unspecified,18.0,2002.0,18.0
682,2002.09.30,Unprovoked,usa,4' to 5' shark,30-Sep-2002,Sep,n,M,Unspecified,47.0,2002.0,47.0
683,2002.09.27.c,Unprovoked,usa,1.2 m [4'] blacktip shark,27-Sep-2002,Sep,n,M,Unspecified,55.0,2002.0,55.0
684,2002.09.27.b,Provoked,usa,1.8 m [6'] blacktip shark,27-Sep-2002,Sep,n,M,Unspecified,27.889035667107002,2002.0,30.166666666666668
685,2002.09.27.a,Provoked,tonga,"Tiger shark, 1.5 m [5']k",27-Sep-2002,Sep,n,M,Tiger,27.889035667107002,2002.0,30.166666666666668
686,2002.09.21.b,Unprovoked,usa,2.4 m [8'] shark,21-Sep-2002,Sep,n,M,Unspecified,24.0,2002.0,24.0
687,2002.09.21.a,Unprovoked,usa,3 m to 3.7 m [10' to 12'] shark,21-Sep-2002,Sep,n,M,Unspecified,35.0,2002.0,35.0
688,2002.09.16.b,Unprovoked,brazil,Bull or tiger shark,16-Sep-2002,Sep,n,M,Tiger,19.0,2002.0,19.0
689,2002.09.13,Unprovoked,south africa,White shark,13-Sep-2002,Sep,n,M,White,47.0,2002.0,47.0
690,2002.09.09,Unprovoked,usa,4' to 6' shark,09-Sep-2002,Sep,n,M,Unspecified,20.0,2002.0,20.0
691,2002.09.05,Provoked,usa,1' to 2' hammerhead or bonnethed shark,05-Sep-2002,Sep,n,M,Unspecified,36.0,2002.0,36.0
692,2002.08.28,Unprovoked,usa,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",28-Aug-2002,Aug,n,M,Tiger,16.0,2002.0,16.0
693,2002.08.14,Unprovoked,usa,0.9 m  to 1.2 m [3' to 4'] shark,14-Aug-2002,Aug,n,M,Unspecified,27.0,2002.0,27.0
694,2002.08.11,Unprovoked,usa,"Nurse shark, 1.5 m [5'] ",11-Aug-2002,Aug,n,M,Unspecified,15.0,2002.0,15.0
695,2002.08.05,Unprovoked,usa,1.2 m to 1.5 m [4' to 5'] shark,05-Aug-2002,Aug,n,M,Unspecified,14.0,2002.0,14.0
696,2002.07.26,Unprovoked,usa,1.2 m [4'] blacktip or sandbar shark,26-Jul-2002,Jul,n,M,Unspecified,13.0,2002.0,13.0
697,2002.07.20,Unprovoked,usa,"Bull shark, 1.8 m to 2.1 m [6' to 7'] ",20-Jul-2002,Jul,n,F,Bull,15.0,2002.0,15.0
698,2002.07.09.b,Provoked,usa,"Mako shark, 400-lb ",09-Jul-2002,Jul,y,M,Unspecified,41.0,2002.0,41.0
699,2002.07.09.a,Unprovoked,brazil,Bull or tiger shark,10-Jul-2002,Jul,n,M,Tiger,22.0,2002.0,22.0
700,2002.07.04,Unprovoked,usa,"1.2 m to 1.5 m [4' to 5'] shark, possibly a bull shark",04-Jul-2002,Jul,n,F,Bull,9.0,2002.0,9.0
701,2002.06.11.a,Unprovoked,usa,0.9 m to 1.2 m [3' to 4'] shark; Tooth fragment recovered from hand,10-Jun-2002,Jun,n,M,Unspecified,28.0,2002.0,28.0
702,2002.06.09.b,Unprovoked,usa,  ,09-Jun-2002,Jun,n,M,Unspecified,50.0,2002.0,50.0
703,2002.06.03,Unprovoked,south africa,1.5 to 2.5 m [5' to 8.25'] copper shark,03-Jun-2002,Jun,n,M,Unspecified,50.0,2002.0,50.0
704,2002.05.31.b,Unprovoked,usa,3.7 m to 4.3 m [12' to 14'] white shark,31-May-2002,May,n,M,White,24.0,2002.0,24.0
705,2002.05.31.a,Unprovoked,usa,1 m  shark,31-May-2002,May,n,M,Unspecified,16.0,2002.0,16.0
706,2002.05.22.b,Provoked,usa,3' blacktip shark,22-May-2002,May,n,M,Unspecified,55.0,2002.0,55.0
707,2002.04.30,Unprovoked,australia,"White shark, 6m [20']",30-Apr-2002,Apr,y,M,White,23.0,2002.0,23.0
708,2002.04.20,Unprovoked,usa,1.2 m [4'] shark,20-Apr-2002,Apr,n,M,Unspecified,34.0,2002.0,34.0
709,2002.04.09,Unprovoked,bahamas,"Bull shark, 400-lb ",09-Apr-2002,Apr,n,M,Bull,43.0,2002.0,43.0
710,2002.04.02,Unprovoked,usa,3'  shark,02-Apr-2002,Apr,n,M,Unspecified,41.0,2002.0,41.0
711,2002.04.01,Unprovoked,usa,0.9 m [3'] shark,01-Apr-2002,Apr,n,M,Unspecified,29.0,2002.0,29.0
712,2002.03.25.b,Unprovoked,usa,Tiger shark,25-Mar-2002,Mar,n,M,Tiger,17.0,2002.0,17.0
713,2002.03.25.a,Unprovoked,usa,  ,25-Mar-2002,Mar,n,F,Unspecified,11.0,2002.0,11.0
714,2002.03.19,Unprovoked,usa,4' shark,19-Mar-2002,Mar,n,M,Unspecified,20.0,2002.0,20.0
715,2002.03.15.b,Unprovoked,usa,"Nurse shark, 1m ",15-Mar-2002,Mar,n,M,Unspecified,39.0,2002.0,39.0
716,2002.03.15.a,Unprovoked,usa,"Spinner shark, 3' to 4' ",15-Mar-2002,Mar,n,M,Unspecified,31.0,2002.0,31.0
717,2002.02.16,Unprovoked,australia,"1.5 m [5'] ""whaler shark""",16-Feb-2002,Feb,n,M,Unspecified,30.0,2002.0,30.0
718,2002.02.07,Boating,australia,C. leucas tooth fragment recovered from kayak,07-Feb-2002,Feb,n,M,Unspecified,35.0,2002.0,35.0
719,2002.01.30.b,Unprovoked,australia,"Tiger shark, 3 m [10']",30-Jan-2002,Jan,n,M,Tiger,20.0,2002.0,20.0
720,2002.01.04,Unprovoked,south africa,Zambesi shark?,04-Jan-2002,Jan,n,M,Unspecified,16.0,2002.0,16.0
721,2002.01.01.b,Unprovoked,south africa,Unidentified,01-Jan-2002,Jan,n,M,Unspecified,26.0,2002.0,26.0
722,2002.01.01.a,Unprovoked,usa,"Tiger shark, 1.8 m [6'] ",01-Jan-2002,Jan,n,M,Tiger,35.0,2002.0,35.0
723,2001.10.02,Unprovoked,australia,Bronze whaler shark?,02-Oct-2001,Oct,n,F,Unspecified,20.0,2001.0,20.0
724,2001.09.30.b,Unprovoked,mexico,"Tiger shark, 1.8 m [6']",30-Sep-2001,Sep,n,M,Tiger,26.0,2001.0,26.0
725,2001.09.24,Provoked,usa,4' shark,24-Sep-2001,Sep,n,M,Unspecified,21.0,2001.0,21.0
726,2001.09.16,Invalid,usa,Questionable incident - shark bite may have precipitated drowning,16-Sep-2001,Sep,y,M,Unspecified,42.0,2001.0,42.0
727,2001.09.15.b,Unprovoked,usa,2' to 3.5' shark,15-Sep-2001,Sep,n,M,Unspecified,6.0,2001.0,6.0
728,2001.09.03.b,Unprovoked,usa,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,03-Sep-2001,Sep,y,M,White,28.0,2001.0,28.0
729,2001.09.03.a,Unprovoked,usa,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,03-Sep-2001,Sep,n,F,White,23.0,2001.0,23.0
730,2001.09.02,Unprovoked,usa,1.5 m [5'] shark,02-Sep-2001,Sep,n,M,Unspecified,20.0,2001.0,20.0
731,2001.09.01,Unprovoked,usa,bull shark,01-Sep-2001,Sep,y,M,Bull,10.0,2001.0,10.0
732,2001.08.31,Unprovoked,bahamas,3 m [10'] bull shark,31-Aug-2001,Aug,n,M,Bull,44.0,2001.0,44.0
733,2001.08.22,Unprovoked,usa,a small shark,22-Aug-2001,Aug,n,M,Unspecified,17.0,2001.0,17.0
734,2001.08.18.c,Unprovoked,usa,Possibly  a blacktip or spinner shark,18-Aug-2001,Aug,n,M,Unspecified,20.0,2001.0,20.0
735,2001.08.18.b,Unprovoked,usa,"3' shark, possibly  a blacktip or spinner shark",18-Aug-2001,Aug,n,M,Unspecified,19.0,2001.0,19.0
736,2001.08.18.a,Unprovoked,usa,"Blacktip shark, 5' to 6' ",18-Aug-2001,Aug,n,M,Unspecified,19.0,2001.0,19.0
737,2001.08.16,Unprovoked,bahamas,1.9 m [6.5'] bull shark,16-Aug-2001,Aug,n,M,Bull,43.0,2001.0,43.0
738,2001.07.15.a,Unprovoked,usa,0.9 m  [3'] shark,15-Jul-2001,Jul,n,M,Unspecified,18.0,2001.0,18.0
739,2001.07.06.a,Unprovoked,usa,"Bull shark, 2.3 m [7.5'] ",06-Jul-2001,Jul,n,M,Bull,8.0,2001.0,8.0
740,2001.06.10,Provoked,usa,"White shark, 2.4 m to 3 m [8' to 10'] ",10-Jun-2001,Jun,n,M,White,52.0,2001.0,52.0
741,2001.06.03,Unprovoked,usa,2' shark,03-Jun-2001,Jun,n,F,Unspecified,29.0,2001.0,29.0
742,2001.05.03,Unprovoked,usa,1.2 m to 1.5 m [4' to 5'] shark,03-May-2001,May,n,M,Unspecified,45.0,2001.0,45.0
743,2001.04.13.a,Unprovoked,usa,Possibly a juvenile blacktip or spinner shark,13-Apr-2001,Apr,n,M,Unspecified,12.0,2001.0,12.0
744,2001.04.12.c,Unprovoked,usa,Possibly a juvenile blacktip or spinner shark,12-Apr-2001,Apr,n,M,Unspecified,21.0,2001.0,21.0
745,2001.04.12.b,Unprovoked,usa,Possibly a juvenile blacktip or spinner shark,12-Apr-2001,Apr,n,M,Unspecified,12.0,2001.0,12.0
746,2001.04.12.a,Unprovoked,usa,Possibly a 1.5 m [5'] blacktip or spinner shark,12-Apr-2001,Apr,n,M,Unspecified,22.0,2001.0,22.0
747,2001.04.11.d,Unprovoked,usa,Possibly a juvenile blacktip or spinner shark,11-Apr-2001,Apr,n,M,Unspecified,19.0,2001.0,19.0
748,2001.04.08.b,Unprovoked,south africa,"White shark, 2.7 m [9'] ",08-Apr-2001,Apr,n,M,White,46.0,2001.0,46.0
749,2001.04.05,Unprovoked,usa,"""small shark""",05-Apr-2001,Apr,n,M,Unspecified,26.0,2001.0,26.0
750,2001.04.02.a,Unprovoked,australia,Bronze whaler shark,02-Apr-2001,Apr,n,M,Unspecified,40.0,2001.0,40.0
751,2001.02.04,Unprovoked,australia,"Bronze whaler shark, 2.5 m [8.25']  k",04-Feb-2001,Feb,n,M,Unspecified,40.0,2001.0,40.0
752,2000.12.12,Unprovoked,fiji,6 m [20'] shark,12-Dec-2000,Dec,y,M,Unspecified,47.0,2000.0,47.0
753,2000.12.03,Unprovoked,australia,"Bronze whaler shark, 2.5 m [8.25'] ",03-Dec-2000,Dec,n,M,Unspecified,38.0,2000.0,38.0
754,2000.11.18,Unprovoked,usa,1.2 m to 1.8 m [4' to 6'] shark,17-Nov-2000,Nov,n,M,Unspecified,25.0,2000.0,25.0
755,2000.11.06.b,Unprovoked,australia,"White shark, 4.9 m [16'] ",06-Nov-2000,Nov,n,M,White,52.0,2000.0,52.0
756,2000.11.06.a,Unprovoked,australia,"White shark, 5 m [16.5'] ",06-Nov-2000,Nov,y,M,White,49.0,2000.0,49.0
757,2000.11.04,Unprovoked,usa,"White shark, 2.4 m to 3 m [8' to 10'] ",04-Nov-2000,Nov,n,M,White,27.0,2000.0,27.0
758,2000.10.18,Unprovoked,usa,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",18-Oct-2000,Oct,n,F,Tiger,56.0,2000.0,56.0
759,2000.10.09,Unprovoked,usa,2.1 to 2.4 m [7' to 8'] shark,09-Oct-2000,Oct,n,M,Unspecified,17.0,2000.0,17.0
760,2000.10.06.b,Unprovoked,usa,"Blacktip shark, 2' ",06-Oct-2000,Oct,n,M,Unspecified,23.0,2000.0,23.0
761,2000.09.25,Unprovoked,australia,White shark,25-Sep-2000,Sep,y,M,White,17.0,2000.0,17.0
762,2000.09.24,Unprovoked,australia,"White shark, 4 m to 5 m [13' to 16.5'] ",24-Sep-2000,Sep,y,M,White,25.0,2000.0,25.0
763,2000.09.16.b,Unprovoked,okinawa,"White shark, 2.5 m ",16-Sep-2000,Sep,y,M,White,31.0,2000.0,31.0
764,2000.09.11,Unprovoked,usa,60 cm to 90 cm [2' to 3'] shark,11-Sep-2000,Sep,n,M,Unspecified,25.0,2000.0,25.0
765,2000.09.10.a,Unprovoked,south africa,"White shark, 3.5 m [11.5']  male ",10-Sep-2000,Sep,n,M,White,48.0,2000.0,48.0
766,2000.09.08.b,Unprovoked,usa,1.5 m [5'] shark,08-Sep-2000,Sep,n,M,Unspecified,40.0,2000.0,40.0
767,2000.09.08.a,Unprovoked,reunion,"Tiger shark, 3 m [10'] ",08-Sep-2000,Sep,n,M,Tiger,27.0,2000.0,27.0
768,2000.08.31,Unprovoked,usa,A 2' shark was seen in the area by witnesses,31-Aug-2000,Aug,n,M,Unspecified,47.0,2000.0,47.0
769,2000.08.30,Unprovoked,usa,"Thought to involve a 2.7 m [9'], 400-lb bull shark",30-Aug-2000,Aug,y,M,Bull,25.0,2000.0,25.0
770,2000.08.15,Unprovoked,usa,"Tiger shark, 3.7 m to 4.5 m [12' to 14'9""]  ",15-Aug-2000,Aug,n,M,Tiger,53.0,2000.0,53.0
771,2000.08.13,Unprovoked,usa,juvenile shark,13-Aug-2000,Aug,n,M,Unspecified,27.0,2000.0,27.0
772,2000.08.12,Unprovoked,usa,"Blacktip shark, 2.4 m to 3 m [8' to 10'] ",12-Aug-2000,Aug,n,F,Unspecified,44.0,2000.0,44.0
773,2000.07.06,Unprovoked,usa,"Tiger shark, 0.9 m to 1.5 m [3' to 5'] ?",06-Jul-2000,Jul,n,F,Tiger,12.0,2000.0,12.0
774,2000.07.04.a,Unprovoked,usa,"Nurse shark, 1.2 m [4'] ",04-Jul-2000,Jul,n,F,Unspecified,55.0,2000.0,55.0
775,2000.07.02.b,Unprovoked,usa,0.9 m [3'] shark,02-Jul-2000,Jul,n,F,Unspecified,13.0,2000.0,13.0
776,2000.07.02.a,Unprovoked,usa,"0.9 m [3'] shark,  probably a blacktip or spinner shark",02-Jul-2000,Jul,n,F,Unspecified,19.0,2000.0,19.0
777,2000.06.10,Unprovoked,usa,"Blacktip shark, 1.2 m to 1.8 m [4' to 6'] ",10-Jun-2000,Jun,n,M,Unspecified,17.0,2000.0,17.0
778,2000.06.09.b,Unprovoked,usa,Bull shark?,09-Jun-2000,Jun,n,M,Bull,55.0,2000.0,55.0
779,2000.06.09.a,Unprovoked,usa,Bull shark,09-Jun-2000,Jun,n,M,Bull,44.0,2000.0,44.0
780,2000.03.30,Unprovoked,australia,2.5 m shark,30-Mar-2000,Mar,n,M,Unspecified,26.0,2000.0,26.0
781,2000.03.26,Unprovoked,usa,1.8 m [6'] shark,26-Mar-2000,Mar,n,F,Unspecified,14.0,2000.0,14.0
782,2000.03.24,Unprovoked,usa,1.2 m [4'] shark,24-Mar-2000,Mar,n,M,Unspecified,37.0,2000.0,37.0
783,2000.03.15,Unprovoked,new caledonia,Tiger shark?,15-Mar-2000,Mar,y,M,Tiger,35.0,2000.0,35.0
784,2000.03.00,Unprovoked,usa,"Shortfin mako shark, 3 m to 3.4 m [10' to 11'] ",Mar-2000,Mar,n,M,Unspecified,39.0,2000.0,39.0
785,1999.12.06,Invalid,brazil,Shark involvement not confirmed,06-Dec-1999,Dec,n,M,Unspecified,39.0,1999.0,39.0
786,1999.11.23,Unprovoked,usa,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",23-Nov-1999,Nov,n,F,Tiger,51.0,1999.0,51.0
787,1999.11.06,Unprovoked,brazil,1.3 to 1.6 m shark,06-Nov-1999,Nov,n,M,Unspecified,39.0,1999.0,39.0
788,1999.10.01,Unprovoked,usa,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",01-Oct-1999,Oct,n,M,Tiger,16.0,1999.0,16.0
789,1999.09.18,Unprovoked,usa,White shark,19-Sep-1999,Sep,n,M,White,37.0,1999.0,37.0
790,1999.08.26,Unprovoked,usa,"""a small shark""",26-Aug-1999,Aug,n,M,Unspecified,28.0,1999.0,28.0
791,1999.08.23,Unprovoked,marshall islands,7' shark,23-Aug-1999,Aug,n,M,Unspecified,23.0,1999.0,23.0
792,1999.08.16,Unprovoked,usa,1.8 m [6'] shark,16-Aug-1999,Aug,n,M,Unspecified,10.0,1999.0,10.0
793,1999.08.05.a,Unprovoked,usa,4' to 5' shark,05-Aug-1999,Aug,n,M,Unspecified,62.0,1999.0,62.0
794,1999.08.05,Unprovoked,bahamas,2.7 m [9']  bull shark or Caribbean reef shark,05-Aug-1999,Aug,n,M,Bull,35.0,1999.0,35.0
795,1999.07.29,Unprovoked,south africa,"White shark, 3 m to 5 m [10' to 16.5'] ",29-Jul-1999,Jul,n,M,White,42.0,1999.0,42.0
796,1999.07.26,Unprovoked,usa,"Bull shark, 2.1 m [7']",26-Jul-1999,Jul,n,M,Bull,43.0,1999.0,43.0
797,1999.07.21,Unprovoked,usa,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",21-Jul-1999,Jul,n,M,Tiger,43.0,1999.0,43.0
798,1999.07.15,Unprovoked,south africa,White shark,15-Jul-1999,Jul,y,M,White,14.0,1999.0,14.0
799,1999.07.04,Unprovoked,usa,"Blacktip shark, 1.8 m [6'] ",04-Jul-1999,Jul,n,F,Unspecified,30.0,1999.0,30.0
800,1999.07.03,Unprovoked,south africa,"White shark, 4 m [13'] ",03-Jul-1999,Jul,n,M,White,29.0,1999.0,29.0
801,1999.06.17,Unprovoked,usa,3' to 4' shark,17-Jun-1999,Jun,n,M,Unspecified,21.0,1999.0,21.0
802,1999.06.09,Unprovoked,usa,Blacktip or spinner shark,09-Jun-1999,Jun,n,M,Unspecified,5.0,1999.0,5.0
803,1999.05.29,Unprovoked,australia,Thought to involve a white shark,29-May-1999,May,y,M,White,22.0,1999.0,22.0
804,1999.05.01,Unprovoked,brazil,"Tiger shark, 2.5 m [8.25']",01-May-1999,May,n,M,Tiger,21.0,1999.0,21.0
805,1999.04.22,Unprovoked,mauritius,"Grey reef shark, 1.5 m ",22-Apr-1999,Apr,n,F,Grey,41.0,1999.0,41.0
806,1999.04.11,Unprovoked,reunion,3 bull sharks,11-Apr-1999,Apr,y,M,Bull,52.0,1999.0,52.0
807,1999.03.05,Unprovoked,usa,3.7 m to 4.6 m [12' to 15'] shark seen in the vicinity,05-Mar-1999,Mar,n,F,Unspecified,29.0,1999.0,29.0
808,1999.02.23,Unprovoked,australia,Bronze whaler or tiger shark,23-Feb-1999,Feb,n,M,Tiger,35.0,1999.0,35.0
809,1999.02.03,Unprovoked,usa,Spinner shark,03-Feb-1999,Feb,n,M,Unspecified,25.0,1999.0,25.0
810,1999.00.00.b,Unprovoked,south africa,"White shark, 4.6 m [15'] ",1999,,n,M,White,30.0,1999.0,30.0
811,1998.12.20.R,Unprovoked,south africa,Possibly a white shark,Reported 20-Dec-1998,ReportedDec,n,M,White,18.0,1998.0,18.0
812,1998.11.21,Unprovoked,usa,Tiger shark,21-Nov-1998,Nov,y,M,Tiger,9.0,1998.0,9.0
813,1998.11.14,Unprovoked,usa,1.2 m [4'] shark,14-Nov-1998,Nov,n,M,Unspecified,14.0,1998.0,14.0
814,1998.11.11,Unprovoked,usa,"A ""small shark""",11-Nov-1998,Nov,n,M,Unspecified,13.0,1998.0,13.0
815,1998.11.02.a,Unprovoked,brazil,Though to involve a white shark,02-Nov-1998,Nov,y,M,White,22.0,1998.0,22.0
816,1998.08.30,Unprovoked,usa,3' to 4' shark,30-Aug-1998,Aug,n,M,Unspecified,26.0,1998.0,26.0
817,1998.08.26,Unprovoked,usa,"White shark, 5 m to 6 m [16.5' to 20'] ",26-Aug-1998,Aug,n,M,White,16.0,1998.0,16.0
818,1998.08.15,Unprovoked,bahamas,"Caribbean reef shark, 1.2 m to 1.5 m [4' to 5'] ",15-Aug-1998,Aug,n,M,Unspecified,28.0,1998.0,28.0
819,1998.08.01.a,Unprovoked,south africa,"White shark, 4.9 m [16']",01-Aug-1998,Aug,n,M,White,24.0,1998.0,24.0
820,1998.07.11,Unprovoked,south africa,5' to 6' shark,11-Jul-1998,Jul,n,M,Unspecified,16.0,1998.0,16.0
821,1998.06.28.a,Unprovoked,australia,Thought to involve a 5.5 m white shark named Kong,28-Jun-1998,Jun,y,M,White,26.0,1998.0,26.0
822,1998.06.22,Unprovoked,south africa,White shark,22-Jun-1998,Jun,y,M,White,20.0,1998.0,20.0
823,1998.05.29.b,Unprovoked,south africa,3 m to 4 m [10' to 13'] white shark,29-May-1998,May,n,M,White,15.0,1998.0,15.0
824,1998.05.29.a,Unprovoked,south africa,Unidentified,29-May-1998,May,n,M,Unspecified,16.0,1998.0,16.0
825,1998.05.25,Unprovoked,usa,"Lemon shark, 1.5 m [5'], identified  by the surfer",25-May-1998,May,n,M,Lemon,40.0,1998.0,40.0
826,1998.05.16.c,Unprovoked,usa,"1.8 m [6'] shark, possibly a blacktip",16-May-1998,May,n,F,Unspecified,14.0,1998.0,14.0
827,1998.05.16.a,Unprovoked,south africa,4 m [13'] white shark,16-May-1998,May,n,M,White,22.0,1998.0,22.0
828,1998.04.26,Unprovoked,mozambique,3 m [10'] shark,26-Apr-1998,Apr,y,F,Unspecified,35.0,1998.0,35.0
829,1998.04.21,Unprovoked,usa,5 m [16.5'] white shark,21-Apr-1998,Apr,n,M,White,50.0,1998.0,50.0
830,1998.03.15,Unprovoked,south africa,3 m [10'] white shark,15-Mar-1998,Mar,n,M,White,33.0,1998.0,33.0
831,1998.03.08.a,Unprovoked,usa,5' spinner shark,08-Mar-1998,Mar,n,M,Unspecified,32.0,1998.0,32.0
832,1998.01.28.R ,Invalid,australia,Shark involvement not confirmed,Reported 28-Jan-1998,ReportedJan,,M,Unspecified,31.0,1998.0,31.0
833,1998.01.14,Unprovoked,mozambique,Small dusky shark or blackfin shark,14-Jan-1998,Jan,n,M,Unspecified,23.0,1998.0,23.0
834,1997.12.28.b,Unprovoked,south africa,White shark,28-Dec-1997,Dec,y,M,White,39.0,1997.0,39.0
835,1997.11.09,Unprovoked,australia,White shark,09-Nov-1997,Nov,n,M,White,42.0,1997.0,42.0
836,1997.10.28.a,Unprovoked,usa,"Tiger shark, 4 m to 4.3 m [13' to 14'] ",28-Oct-1997,Oct,n,M,Tiger,19.0,1997.0,19.0
837,1997.10.24,Unprovoked,usa,Possibly a blacktip shark,24-Oct-1997,Oct,n,M,Unspecified,23.0,1997.0,23.0
838,1997.10.21,Unprovoked,usa,1.2 m to 1.5 m [4' to 5'] shark,21-Oct-1997,Oct,n,M,Unspecified,12.0,1997.0,12.0
839,1997.08.24,Unprovoked,usa,5 m [16.5'] white shark,24-Aug-1997,Aug,n,M,White,29.0,1997.0,29.0
840,1997.08.02.b,Unprovoked,usa,juvenile shark,02-Aug-1997,Aug,n,M,Unspecified,17.0,1997.0,17.0
